# dev weight-fit surface. fitted_on=dev fit_rhos=(0.95, 1.05) split=e7b5934392cd label_version=v8 sla_high=30.0 sla_med=120.0 sla_low=480.0 agents=5 service_mean=8.0min tickets_per_rep=1000 generated_by=run_system_eval.py
w_priority,w_sentiment,w_intent,alpha,rel_tardiness,high_mean_wait,low_p95_wait
0.0,0.65,0.35,2.0,0.01616646351123474,1.982851404743033,279.50289425417265
0.0,0.65,0.35,4.0,0.014974730507215971,2.014963900969875,269.0457283202499
0.0,0.65,0.35,8.0,0.013903053226217122,2.103509152624597,252.3385865443927
0.0,0.65,0.35,16.0,0.012840286315681626,2.1933436524902654,245.46187901638436
0.0,0.7,0.3,0.0,0.021609346355437032,1.9813443104863413,316.2661737637821
0.0,0.7,0.3,0.5,0.01913122482608328,1.944296513478794,301.7956241488384
0.0,0.7,0.3,1.0,0.0183001946535883,1.989354415931581,292.4074827851062
0.0,0.7,0.3,2.0,0.016402002460708037,2.024986316176202,282.43776761558405
0.0,0.7,0.3,4.0,0.015057324548016794,2.0184307918797746,267.9876868028283
0.0,0.7,0.3,8.0,0.014106333990755096,2.177510689936227,253.24125857024353
0.0,0.7,0.3,16.0,0.013141925576325196,2.2042645602979634,242.70328469395804
0.0,0.75,0.25,0.0,0.021678356364281264,2.096122684505674,316.2520429056256
0.0,0.75,0.25,0.5,0.02009496639874626,2.0755329942000653,300.5087784988754
0.0,0.75,0.25,1.0,0.018755560116411205,2.0760163041443986,290.62013809188096
0.0,0.75,0.25,2.0,0.01686971694405959,2.125653161209243,278.97864744956973
0.0,0.75,0.25,4.0,0.015360114084762977,2.093986483566611,262.0512762938261
0.0,0.75,0.25,8.0,0.01443575702502641,2.2674879500256386,250.98828884454466
0.0,0.75,0.25,16.0,0.013348246335565065,2.3409823961819076,240.43152646132623
0.0,0.8,0.2,0.0,0.022243177249128554,2.14484221460854,313.36397269369155
0.0,0.8,0.2,0.5,0.020510989455452707,2.1546504424180255,298.9885545164108
0.0,0.8,0.2,1.0,0.019276175057265532,2.0657209864314034,287.3818995964171
0.0,0.8,0.2,2.0,0.01746179713774064,2.13918616192518,277.9602497755236
0.0,0.8,0.2,4.0,0.016066938848758688,2.247549450231664,262.24524437475793
0.0,0.8,0.2,8.0,0.014734335953299081,2.2889523133602445,249.671870368558
0.0,0.8,0.2,16.0,0.01385769713127756,2.43624541183673,237.1193134164395
0.0,0.85,0.15,0.0,0.02352032505512221,2.2345140838917836,307.4191028821547
0.0,0.85,0.15,0.5,0.021237132640895606,2.215247154230383,294.09948155849196
0.0,0.85,0.15,1.0,0.020261753940038953,2.232045004677429,284.57882722569093
0.0,0.85,0.15,2.0,0.018269135797479432,2.32045158311495,275.0619315144238
0.0,0.85,0.15,4.0,0.0169738655405715,2.3272062183118103,261.5461914130667
