Model,Language,Intent_Class,Precision,Recall,F1_Score,Support
Linear SVM,tamilish,declined_transfer,100.0,67.5,80.6,40
Linear SVM,tamilish,direct_debit_payment_not_recognised,30.91,42.5,35.79,40
Linear SVM,tamilish,disposable_card_limits,86.67,32.5,47.27,40
Linear SVM,tamilish,edit_personal_details,76.32,72.5,74.36,40
Linear SVM,tamilish,exchange_charge,70.0,17.5,28.0,40
Linear SVM,tamilish,exchange_rate,72.73,20.0,31.37,40
Linear SVM,tamilish,exchange_via_app,84.78,97.5,90.7,40
Linear SVM,tamilish,extra_charge_on_statement,96.77,75.0,84.51,40
Linear SVM,tamilish,failed_transfer,47.37,22.5,30.51,40
Linear SVM,tamilish,fiat_currency_support,54.9,70.0,61.54,40
Linear SVM,tamilish,get_disposable_virtual_card,50.72,87.5,64.22,40
Linear SVM,tamilish,get_physical_card,52.31,85.0,64.76,40
Linear SVM,tamilish,getting_spare_card,71.43,50.0,58.82,40
Linear SVM,tamilish,getting_virtual_card,69.09,95.0,80.0,40
Linear SVM,tamilish,lost_or_stolen_card,62.22,70.0,65.88,40
Linear SVM,tamilish,lost_or_stolen_phone,95.0,95.0,95.0,40
Linear SVM,tamilish,order_physical_card,42.62,65.0,51.49,40
Linear SVM,tamilish,passcode_forgotten,97.56,100.0,98.77,40
Linear SVM,tamilish,pending_card_payment,80.95,42.5,55.74,40
Linear SVM,tamilish,pending_cash_withdrawal,96.97,80.0,87.67,40
Linear SVM,tamilish,pending_top_up,39.06,62.5,48.08,40
Linear SVM,tamilish,pending_transfer,45.76,67.5,54.55,40
Linear SVM,tamilish,pin_blocked,65.38,42.5,51.52,40
Linear SVM,tamilish,receiving_money,46.67,87.5,60.87,40
Linear SVM,tamilish,request_refund,81.25,32.5,46.43,40
Linear SVM,tamilish,reverted_card_payment?,100.0,67.5,80.6,40
Linear SVM,tamilish,supported_cards_and_currencies,38.57,67.5,49.09,40
Linear SVM,tamilish,terminate_account,97.06,82.5,89.19,40
Linear SVM,tamilish,top_up_by_bank_transfer_charge,82.76,60.0,69.57,40
Linear SVM,tamilish,top_up_by_card_charge,66.67,20.0,30.77,40
Linear SVM,tamilish,top_up_by_cash_or_cheque,82.61,47.5,60.32,40
Linear SVM,tamilish,top_up_failed,16.96,47.5,25.0,40
Linear SVM,tamilish,top_up_limits,79.17,95.0,86.36,40
Linear SVM,tamilish,top_up_reverted,23.08,7.5,11.32,40
Linear SVM,tamilish,topping_up_by_card,52.08,62.5,56.82,40
Linear SVM,tamilish,transaction_charged_twice,86.67,65.0,74.29,40
Linear SVM,tamilish,transfer_fee_charged,76.47,32.5,45.61,40
Linear SVM,tamilish,transfer_into_account,20.0,5.0,8.0,40
Linear SVM,tamilish,transfer_not_received_by_recipient,33.33,17.5,22.95,40
Linear SVM,tamilish,transfer_timing,85.29,72.5,78.38,40
Linear SVM,tamilish,unable_to_verify_identity,90.91,25.0,39.22,40
Linear SVM,tamilish,verify_my_identity,37.25,95.0,53.52,40
Linear SVM,tamilish,verify_source_of_funds,54.84,42.5,47.89,40
Linear SVM,tamilish,verify_top_up,90.7,97.5,93.98,40
Linear SVM,tamilish,virtual_card_not_working,100.0,37.5,54.55,40
Linear SVM,tamilish,visa_or_mastercard,79.17,95.0,86.36,40
Linear SVM,tamilish,why_verify_identity,65.0,32.5,43.33,40
Linear SVM,tamilish,wrong_amount_of_cash_received,44.94,100.0,62.02,40
Linear SVM,tamilish,wrong_exchange_rate_for_cash_withdrawal,86.67,32.5,47.27,40
Linear SVM,all,Refund_not_showing_up,90.06,72.5,80.33,200
Linear SVM,all,activate_my_card,94.85,92.0,93.4,200
Linear SVM,all,age_limit,88.44,99.5,93.65,200
Linear SVM,all,apple_pay_or_google_pay,98.5,98.5,98.5,200
Linear SVM,all,atm_support,83.87,93.33,88.35,195
Linear SVM,all,automatic_top_up,97.92,94.0,95.92,200
Linear SVM,all,balance_not_updated_after_bank_transfer,79.23,72.5,75.72,200
Linear SVM,all,balance_not_updated_after_cheque_or_cash_deposit,92.27,83.5,87.66,200
Linear SVM,all,beneficiary_not_allowed,96.0,84.0,89.6,200
Linear SVM,all,cancel_transfer,73.08,95.0,82.61,200
Linear SVM,all,card_about_to_expire,95.38,82.5,88.47,200
Linear SVM,all,card_acceptance,76.05,90.5,82.65,200
Linear SVM,all,card_arrival,77.83,82.5,80.1,200
Linear SVM,all,card_delivery_estimate,81.25,84.5,82.84,200
Linear SVM,all,card_linking,94.42,93.0,93.7,200
Linear SVM,all,card_not_working,74.55,83.5,78.77,200
Linear SVM,all,card_payment_fee_charged,77.78,80.5,79.12,200
Linear SVM,all,card_payment_not_recognised,67.89,83.5,74.89,200
Linear SVM,all,card_payment_wrong_exchange_rate,62.24,91.5,74.09,200
Linear SVM,all,card_swallowed,95.83,92.0,93.88,200
Linear SVM,all,cash_withdrawal_charge,82.94,87.5,85.16,200
Linear SVM,all,cash_withdrawal_not_recognised,81.6,86.5,83.98,200
Linear SVM,all,change_pin,91.33,79.0,84.72,200
Linear SVM,all,compromised_card,86.34,69.5,77.01,200
Linear SVM,all,contactless_not_working,98.94,93.0,95.88,200
Linear SVM,all,country_support,89.55,90.0,89.78,200
Linear SVM,all,declined_card_payment,83.77,80.0,81.84,200
Linear SVM,all,declined_cash_withdrawal,82.81,79.5,81.12,200
Linear SVM,all,declined_transfer,92.22,77.0,83.92,200
Linear SVM,all,direct_debit_payment_not_recognised,76.41,74.5,75.44,200
Linear SVM,all,disposable_card_limits,81.15,77.5,79.28,200
Linear SVM,all,edit_personal_details,90.38,94.0,92.16,200
Linear SVM,all,exchange_charge,92.36,72.5,81.23,200
Linear SVM,all,exchange_rate,74.55,82.0,78.1,200
Linear SVM,all,exchange_via_app,84.15,69.0,75.82,200
Linear SVM,all,extra_charge_on_statement,89.5,89.5,89.5,200
Linear SVM,all,failed_transfer,72.31,70.5,71.39,200
Linear SVM,all,fiat_currency_support,81.44,79.0,80.2,200
Linear SVM,all,get_disposable_virtual_card,68.97,80.0,74.07,200
Linear SVM,all,get_physical_card,73.18,95.5,82.86,200
Linear SVM,all,getting_spare_card,85.0,76.5,80.53,200
Linear SVM,all,getting_virtual_card,76.23,93.0,83.78,200
Linear SVM,all,lost_or_stolen_card,78.24,84.5,81.25,200
Linear SVM,all,lost_or_stolen_phone,97.44,95.0,96.2,200
Linear SVM,all,order_physical_card,74.54,80.5,77.4,200
Linear SVM,all,passcode_forgotten,99.01,100.0,99.5,200
Linear SVM,all,pending_card_payment,92.35,78.5,84.86,200
Linear SVM,all,pending_cash_withdrawal,94.27,90.5,92.35,200
Linear SVM,all,pending_top_up,69.01,83.5,75.57,200
Linear SVM,all,pending_transfer,69.95,74.5,72.15,200
Linear SVM,all,pin_blocked,89.22,74.5,81.2,200
Linear SVM,all,receiving_money,78.57,93.5,85.39,200
Linear SVM,all,request_refund,82.23,81.0,81.61,200
Linear SVM,all,reverted_card_payment?,89.3,83.5,86.3,200
Linear SVM,all,supported_cards_and_currencies,73.25,89.0,80.36,200
Linear SVM,all,terminate_account,95.98,95.5,95.74,200
Linear SVM,all,top_up_by_bank_transfer_charge,86.8,85.5,86.15,200
Linear SVM,all,top_up_by_card_charge,92.64,75.5,83.2,200
Linear SVM,all,top_up_by_cash_or_cheque,90.8,79.0,84.49,200
Linear SVM,all,top_up_failed,57.47,75.0,65.08,200
Linear SVM,all,top_up_limits,91.51,97.0,94.17,200
Linear SVM,all,top_up_reverted,77.46,67.0,71.85,200
Linear SVM,all,topping_up_by_card,77.84,75.5,76.65,200
Linear SVM,all,transaction_charged_twice,87.92,91.0,89.43,200
Linear SVM,all,transfer_fee_charged,87.12,71.0,78.24,200
Linear SVM,all,transfer_into_account,84.91,67.5,75.21,200
Linear SVM,all,transfer_not_received_by_recipient,72.54,70.0,71.25,200
Linear SVM,all,transfer_timing,87.79,75.5,81.18,200
Linear SVM,all,unable_to_verify_identity,87.43,76.5,81.6,200
Linear SVM,all,verify_my_identity,64.86,84.0,73.2,200
Linear SVM,all,verify_source_of_funds,86.89,89.5,88.18,200
Linear SVM,all,verify_top_up,97.93,94.5,96.18,200
Linear SVM,all,virtual_card_not_working,100.0,51.0,67.55,200
Linear SVM,all,visa_or_mastercard,92.89,91.5,92.19,200
Linear SVM,all,why_verify_identity,82.54,78.0,80.21,200
Linear SVM,all,wrong_amount_of_cash_received,70.27,91.0,79.3,200
Linear SVM,all,wrong_exchange_rate_for_cash_withdrawal,88.96,68.5,77.4,200
